Name,Company,Industry,Net Sales (million),Net income (million),Salary (000),Bonus,Other annual comp,Total compensation,Total comp with options ($000),Total comp + opt exer,All other pay,Percent stock owned,CEO?,Full Title,Sex,Age,GVKEY,SP Industry Code,SIC,SIC Desc,Id,Annual CEO
William Neville,BISYS GROUP INC,IT,958.419,111.823,349.231,180,0,529.231,1054.892,2162.072,0,,,executive vp; group president-information services,MALE,49,25080,4510,6200,SECURITY & COMMODITY BROKERS,26452,
William Tomko,BISYS GROUP INC,IT,958.419,111.823,378.269,35,0,413.269,1073.126,724.046,0,,,executive vp; group president-investment services,MALE,45,25080,4510,6200,SECURITY & COMMODITY BROKERS,26453,
William Prange,CHRISTOPHER & BANKS CORP,Discretionary,390.723,39.34,800,0,0,800,5763.731,861.341,0,1.21,CEO,chairman & CEO,MALE,50,25108,2550,5621,WOMEN'S CLOTHING STORES,22332,CEO
Joseph Pennington,CHRISTOPHER & BANKS CORP,Discretionary,390.723,39.34,455,0,0,455,2229.836,7110.963,0,0.87,,president & chief operating officer,MALE,58,25108,2550,5621,WOMEN'S CLOTHING STORES,22333,
Ralph Neal,CHRISTOPHER & BANKS CORP,Discretionary,390.723,39.34,420,0,0,420,2187.614,1101.137,0,,,executive vp-store operations,MALE,.,25108,2550,5621,WOMEN'S CLOTHING STORES,22334,
Kathryn Gangstee,CHRISTOPHER & BANKS CORP,Discretionary,390.723,39.34,235,0,0,235,826.833,238.546,0,,,senior vp; division president-Chirstopher & Banks,FEMALE,.,25108,2550,5621,WOMEN'S CLOTHING STORES,22335,
Andrew Moller,CHRISTOPHER & BANKS CORP,Discretionary,390.723,39.34,265,0,0,265,1053.382,1031.648,0,1.12,,senior vp & chief finance officer,MALE,.,25108,2550,5621,WOMEN'S CLOTHING STORES,22336,
"Philip Hickey, Jr.",RARE HOSPITALITY INTL INC,Discretionary,680.832,42.277,450,495,0,945,1074.138,3971.923,0,0.24,CEO,chairman & CEO,MALE,49,25111,2530,5812,EATING PLACES,20765,CEO
"Eugene Lee, Jr.",RARE HOSPITALITY INTL INC,Discretionary,680.832,42.277,325,357.5,0,682.5,1089.964,1945.557,88.432,0.14,,president & chief operating officer,MALE,42,25111,2530,5812,EATING PLACES,20766,
W. Benn,RARE HOSPITALITY INTL INC,Discretionary,680.832,42.277,275,242,0,517,1065.975,1221.3,34.012,,,executive vp-finance & chief finance officer,MALE,49,25111,2530,5812,EATING PLACES,20767,
Thomas Gathers,RARE HOSPITALITY INTL INC,Discretionary,680.832,42.277,235,103.4,0,338.4,682.95,583.675,0,,,executive vp-human resources,MALE,48,25111,2530,5812,EATING PLACES,20768,
Joia Johnson,RARE HOSPITALITY INTL INC,Discretionary,680.832,42.277,260,143,0,403,998.683,681.505,0,,,"executive vp, general counsel & secretary",FEMALE,44,25111,2530,5812,EATING PLACES,24607,
Jeffrey Lorberbaum,MOHAWK INDUSTRIES INC,Discretionary,5005.053,310.149,667,510.725,0,1177.725,1259.744,1181.175,0,19.53,CEO,president & CEO,MALE,49,25119,2520,2273,CARPETS AND RUGS,8367,CEO
John Swift,MOHAWK INDUSTRIES INC,Discretionary,5005.053,310.149,363,203.451,0,566.451,648.47,1557.357,0,,,vp-finance & chief finance officer,MALE,.,25119,2520,2273,CARPETS AND RUGS,8370,
William Kilbride,MOHAWK INDUSTRIES INC,Discretionary,5005.053,310.149,363,140.295,0,503.295,585.314,714.103,0,,,president-Mohawk Home,MALE,.,25119,2520,2273,CARPETS AND RUGS,10206,
H. Thornton,MOHAWK INDUSTRIES INC,Discretionary,5005.053,310.149,420,235.397,0,655.397,737.416,658.847,0,,,president-carpet group,MALE,.,25119,2520,2273,CARPETS AND RUGS,21555,
W. Wellborn,MOHAWK INDUSTRIES INC,Discretionary,5005.053,310.149,420,315,0,735,866.598,1463.997,0,,,president-Dal-Tile,MALE,48,25119,2520,2273,CARPETS AND RUGS,25155,
David Chaifetz,PRAXAIR INC,Materials,5613,585,357,277,5.278,634,1215.792,1033.666,0,,,"vp, general counsel & secretary",MALE,61,25124,1510,2810,INDL INORGANIC CHEMICALS,2568,
Ricardo Malfitano,PRAXAIR INC,Materials,5613,585,434.427,370,338.86,804.427,1781.497,1702.091,0,,,senior vp,MALE,45,25124,1510,2810,INDL INORGANIC CHEMICALS,18580,
Dennis Reilley,PRAXAIR INC,Materials,5613,585,955,1450,0,2405,6194.734,2440.56,0,,CEO,"chairman, president & CEO",MALE,51,25124,1510,2810,INDL INORGANIC CHEMICALS,21081,CEO
Stephen Angel,PRAXAIR INC,Materials,5613,585,476.666,570,295.86,1046.666,2291.069,1352.526,0,,,executive vp,MALE,48,25124,1510,2810,INDL INORGANIC CHEMICALS,23521,
James Sawyer,PRAXAIR INC,Materials,5613,585,388.749,396,8.298,784.749,1652.314,807.625,0,,,senior vp & chief finance officer,MALE,47,25124,1510,2810,INDL INORGANIC CHEMICALS,23522,
Charles Fote,FIRST DATA CORP,IT,8400.2,1408.7,1000,750,0,1750,7613.084,4809.843,0,,CEO,chairman & CEO,MALE,55,25157,4510,7374,"CMP PROCESSING,DATA PREP SVC",4646,CEO
Michael Whealy,FIRST DATA CORP,IT,8400.2,1408.7,475,235.025,0,710.025,2713.335,1872.363,0,,,"executive vp, chief administrative officer, secretary & general councel",MALE,.,25157,4510,7374,"CMP PROCESSING,DATA PREP SVC",21255,
Kimberly Patmore,FIRST DATA CORP,IT,8400.2,1408.7,475,235.025,0,710.025,2711.756,1870.784,0,,,executive vp & chief finance officer,FEMALE,.,25157,4510,7374,"CMP PROCESSING,DATA PREP SVC",23558,
Pamela Patsley,FIRST DATA CORP,IT,8400.2,1408.7,500,291.667,316.903,791.667,2993.06,2152.088,0,,,senior executive vp,FEMALE,.,25157,4510,7374,"CMP PROCESSING,DATA PREP SVC",25326,
Christina Gold,FIRST DATA CORP,IT,8400.2,1408.7,500,480,54.38,980,2096.6,1045.385,0,,,senior executive vp,FEMALE,.,25157,4510,7374,"CMP PROCESSING,DATA PREP SVC",27166,
Scott Betts,FIRST DATA CORP,IT,8400.2,1408.7,475,261.363,0,736.363,1601.073,760.101,0,,,executive vp,MALE,.,25157,4510,7374,"CMP PROCESSING,DATA PREP SVC",27167,
John Fan,KOPIN CORP,IT,76.552,-6.878,425,0,0,425,2156.435,1638.677,0,0.64,CEO,"chairman, president & CEO",MALE,60,25166,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",20454,CEO
Richard Sneider,KOPIN CORP,IT,76.552,-6.878,250,0,0,250,644.546,770.292,0,,,treasurer & chief finance officer,MALE,.,25166,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",20455,
Bor Tsaur,KOPIN CORP,IT,76.552,-6.878,260,0,0,260,696.56,592.467,0,,,executive vp-display operations,MALE,.,25166,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",20456,
Daily Hill,KOPIN CORP,IT,76.552,-6.878,180,0,0,180,338.55,317.458,0,,,senior vp-gallium arsenide operations,MALE,.,25166,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",20458,
Hong Choi,KOPIN CORP,IT,76.552,-6.878,175,0,0,175,389.657,511.189,0,,,chief technology officer,MALE,.,25166,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",25731,
George Zimmer,MENS WEARHOUSE INC,Discretionary,1392.68,50.026,420,80,0,500,1188.31,1188.31,0,8.7,CEO,chairman & CEO,MALE,55,25167,2550,5600,APPAREL AND ACCESSORY STORES,13443,CEO
David Edwab,MENS WEARHOUSE INC,Discretionary,1392.68,50.026,560,300,36.074,860,1009.596,1009.596,0,,,vice chairman,MALE,49,25167,2550,5600,APPAREL AND ACCESSORY STORES,13444,
Eric Lane,MENS WEARHOUSE INC,Discretionary,1392.68,50.026,410,100,37.074,510,601.869,913.707,0,,,president & chief operating officer,MALE,44,25167,2550,5600,APPAREL AND ACCESSORY STORES,15090,
Charles Bresler,MENS WEARHOUSE INC,Discretionary,1392.68,50.026,335.458,120,0,455.458,456.221,705.044,0,,,executive vp,MALE,55,25167,2550,5600,APPAREL AND ACCESSORY STORES,20120,
Ronald Covin,MENS WEARHOUSE INC,Discretionary,1392.68,50.026,426.947,65,0,491.947,492.71,647.69,0,,,CEO-K&G Men's Co. Inc.,MALE,55,25167,2550,5600,APPAREL AND ACCESSORY STORES,26087,
Robert Ratliff,AGCO CORP,Industrial,3495.3,74.4,1000,100,231.893,1100,1680.359,1680.359,343.666,,CEO,"chairman, president & CEO",MALE,72,25180,2010,3523,FARM MACHINERY AND EQUIPMENT,8383,CEO
James Seaver,AGCO CORP,Industrial,3495.3,74.4,333.96,33.396,6.134,367.356,380.313,380.313,0,,,senior vp-sales and marketing,MALE,58,25180,2010,3523,FARM MACHINERY AND EQUIPMENT,8386,
Norman Boyd,AGCO CORP,Industrial,3495.3,74.4,256.05,58.891,13.364,314.941,338.816,338.816,0,,,senior vp-human resources,MALE,60,25180,2010,3523,FARM MACHINERY AND EQUIPMENT,21593,
Donald Millard,AGCO CORP,Industrial,3495.3,74.4,385,38.5,18.917,423.5,448.705,448.705,0,,,executive vp & chief operating officer,MALE,.,25180,2010,3523,FARM MACHINERY AND EQUIPMENT,24045,
Stephen Lupton,AGCO CORP,Industrial,3495.3,74.4,266.955,61.4,142.975,328.355,482.93,482.93,0,,,senior vp-corporate development & general counsel,MALE,59,25180,2010,3523,FARM MACHINERY AND EQUIPMENT,25495,
Jay Stein,STEIN MART INC,Discretionary,1355.457,2.201,300,0,51.737,300,360.059,360.059,0,38.9,,chairman,MALE,58,25186,2550,5651,FAMILY CLOTHING STORES,8389,
Michael Fisher,STEIN MART INC,Discretionary,1355.457,2.201,544.167,0,86.211,544.167,781.332,781.332,0,,CEO,president & CEO,MALE,56,25186,2550,5651,FAMILY CLOTHING STORES,8392,CEO
James Delfs,STEIN MART INC,Discretionary,1355.457,2.201,246.667,25,70.64,271.667,404.159,404.159,0,,,senior vp-finance & chief finance officer,MALE,57,25186,2550,5651,FAMILY CLOTHING STORES,9921,
Gwen Manto,STEIN MART INC,Discretionary,1355.457,2.201,400.52,0,0,400.52,665.314,924.158,135.313,,,vice chairman & chief merchandising officer,FEMALE,.,25186,2550,5651,FAMILY CLOTHING STORES,22252,
D. Hawkins,STEIN MART INC,Discretionary,1355.457,2.201,226.667,23,59.45,249.667,365.715,370.886,0,,,senior vp-human resources,MALE,45,25186,2550,5651,FAMILY CLOTHING STORES,27537,
Michael Ray,STEIN MART INC,Discretionary,1355.457,2.201,210,21.5,56.806,231.5,342.903,342.903,0,,,senior vp; director-stores,MALE,47,25186,2550,5651,FAMILY CLOTHING STORES,27538,
Lawrence Best,BOSTON SCIENTIFIC CORP,Health,3476,472,575.016,527.196,0,1102.212,2219.502,54090.969,0,,,senior vp-finance and administration & chief finance officer,MALE,.,25279,3510,3841,"SURGICAL,MED INSTR,APPARATUS",5596,
Paul Sandman,BOSTON SCIENTIFIC CORP,Health,3476,472,395.034,346.435,0,741.469,1922.626,20446.407,0,,,"senior vp, general counsel & secretary",MALE,.,25279,3510,3841,"SURGICAL,MED INSTR,APPARATUS",5597,
James Tobin,BOSTON SCIENTIFIC CORP,Health,3476,472,824.395,1098.666,89.461,1923.061,7916.899,2026.442,0,,CEO,president & CEO,MALE,59,25279,3510,3841,"SURGICAL,MED INSTR,APPARATUS",19073,CEO
Paul LaViolette,BOSTON SCIENTIFIC CORP,Health,3476,472,458.037,548.255,0,1006.292,2422.899,1040.237,0,,,senior vp; group president-cardiovascular,MALE,.,25279,3510,3841,"SURGICAL,MED INSTR,APPARATUS",19074,
Fredericus Colen,BOSTON SCIENTIFIC CORP,Health,3476,472,375.003,373.714,0,748.717,1913.887,8561.378,0,,,senior vp & chief technology officer,MALE,.,25279,3510,3841,"SURGICAL,MED INSTR,APPARATUS",25344,
R. Montgomery,KOHLS CORP,Discretionary,10282.094,591.152,1014.583,0,0,1014.583,4283.968,30233.671,0,,CEO,CEO,MALE,55,25283,2550,5311,DEPARTMENT STORES,4653,CEO
Kevin Mansell,KOHLS CORP,Discretionary,10282.094,591.152,873.283,0,0,873.283,3326.971,5993.305,0,,,president,MALE,51,25283,2550,5311,DEPARTMENT STORES,12926,
Richard Leto,KOHLS CORP,Discretionary,10282.094,591.152,585.333,0,0,585.333,1972.601,5118.54,0,,,"executive vp, general merchandise manager & product development",MALE,.,25283,2550,5311,DEPARTMENT STORES,19224,
Arlene Meier,KOHLS CORP,Discretionary,10282.094,591.152,716.283,0,0,716.283,3169.541,725.511,0,,,chief operating officer,FEMALE,51,25283,2550,5311,DEPARTMENT STORES,19225,
Donald Brennan,KOHLS CORP,Discretionary,10282.094,591.152,434.167,0,0,434.167,1260.257,442.061,0,,,executive vp-planning and allocation,MALE,.,25283,2550,5311,DEPARTMENT STORES,25067,
Les Vinney,STERIS CORP,Health,1087.012,94.243,660.418,506.73,0,1167.148,2325.565,1333.139,0,,CEO,president & CEO,MALE,55,25313,3510,3842,"ORTHO,PROSTH,SURG APPL,SUPLY",19728,CEO
Gerald Reis,STERIS CORP,Health,1087.012,94.243,274.124,126,0,400.124,717.27,1255.862,0,,,senior vp & group president-defense & industrial,MALE,.,25313,3510,3842,"ORTHO,PROSTH,SURG APPL,SUPLY",19730,
Laurie Brlas,STERIS CORP,Health,1087.012,94.243,286.567,130,0,416.567,733.774,422.702,0,,,senior vp & chief finance officer,FEMALE,.,25313,3510,3842,"ORTHO,PROSTH,SURG APPL,SUPLY",22506,
Charles Immel,STERIS CORP,Health,1087.012,94.243,269.124,115,0,384.124,701.27,390.198,0,,,senior vp & group president-healthcare,MALE,.,25313,3510,3842,"ORTHO,PROSTH,SURG APPL,SUPLY",24184,
Peter Burke,STERIS CORP,Health,1087.012,94.243,278.297,127.5,0,405.797,722.95,411.878,0,,,senior vp & chief technical officer,MALE,.,25313,3510,3842,"ORTHO,PROSTH,SURG APPL,SUPLY",24185,
Paul Sinsheimer,FINANCIAL FEDERAL CORP,Financial,130.247,30.088,750.634,508.375,0,1259.009,1259.009,1528.57,0,2.3,CEO,president & CEO,MALE,56,25322,4020,6159,MISC BUSINESS CREDIT INSTN,22546,CEO
William Gallagher,FINANCIAL FEDERAL CORP,Financial,130.247,30.088,290.633,0,0,290.633,290.633,290.633,0,,,senior vp,MALE,.,25322,4020,6159,MISC BUSINESS CREDIT INSTN,22549,
Steven Groth,FINANCIAL FEDERAL CORP,Financial,130.247,30.088,293.548,0,0,293.548,293.548,293.548,0,,,senior vp & chief finance officer,MALE,.,25322,4020,6159,MISC BUSINESS CREDIT INSTN,23127,
John Golio,FINANCIAL FEDERAL CORP,Financial,130.247,30.088,303.416,0,0,303.416,303.416,303.416,0,,,executive vp,MALE,.,25322,4020,6159,MISC BUSINESS CREDIT INSTN,23129,
Troy Geisser,FINANCIAL FEDERAL CORP,Financial,130.247,30.088,291.135,0,0,291.135,291.135,291.135,0,,,senior vp & secretary,MALE,.,25322,4020,6159,MISC BUSINESS CREDIT INSTN,26501,
Warren Eisenberg,BED BATH & BEYOND INC,Discretionary,4477.981,399.47,981,0,0,981,8513.809,53867.219,60.336,2.05,,co-chairman,MALE,73,25338,2550,5700,HOME FURNITURE & EQUIP STORE,10653,
Leonard Feinstein,BED BATH & BEYOND INC,Discretionary,4477.981,399.47,981,0,0,981,8512.662,53866.072,57.776,1.85,,co-chairman,MALE,67,25338,2550,5700,HOME FURNITURE & EQUIP STORE,10654,
Steven Temares,BED BATH & BEYOND INC,Discretionary,4477.981,399.47,931,0,0,931,8402.06,931,0,,CEO,president & CEO,MALE,45,25338,2550,5700,HOME FURNITURE & EQUIP STORE,13067,CEO
Arthur Stark,BED BATH & BEYOND INC,Discretionary,4477.981,399.47,548,0,0,548,2415.765,548,0,,,senior vp & chief merchandising officer,MALE,.,25338,2550,5700,HOME FURNITURE & EQUIP STORE,16960,
Matthew Fiorilli,BED BATH & BEYOND INC,Discretionary,4477.981,399.47,548,0,0,548,2415.765,548,0,,,senior vp-stores,MALE,.,25338,2550,5700,HOME FURNITURE & EQUIP STORE,16961,
Donald Horton,D R HORTON INC,Discretionary,8728.1,625.955,400,5499.123,0,5899.123,5962.376,5962.376,0,8.67,,chairman,MALE,53,25340,2520,1531,OPERATIVE BUILDERS,13856,
Donald Tomnitz,D R HORTON INC,Discretionary,8728.1,625.955,300,5499.123,0,5799.123,5847.783,6835.499,0,,CEO,"vice chairman, president & CEO",MALE,55,25340,2520,1531,OPERATIVE BUILDERS,13859,CEO
Samuel Fuller,D R HORTON INC,Discretionary,8728.1,625.955,170,240,0,410,438.027,438.027,0,,,senior executive vp,MALE,60,25340,2520,1531,OPERATIVE BUILDERS,20849,
Stacey Dwyer,D R HORTON INC,Discretionary,8728.1,625.955,130,120,0,250,269.879,269.879,0,,,executive vp & treasurer,FEMALE,37,25340,2520,1531,OPERATIVE BUILDERS,20850,
Mark Ain,KRONOS INC,IT,397.355,34.666,472.812,216.66,0,689.472,1351.098,2582.147,0,1.15,CEO,chairman & CEO,MALE,60,25341,4510,7372,PREPACKAGED SOFTWARE,11746,CEO
Paul Lacy,KRONOS INC,IT,397.355,34.666,286.096,131.1,0,417.196,858.947,2339.864,0,,,executive vp & chief finance and administrative officer,MALE,.,25341,4510,7372,PREPACKAGED SOFTWARE,11749,
Aron Ain,KRONOS INC,IT,397.355,34.666,286.096,131,0,417.096,858.847,2567.076,0,,,executive vp & chief operating officer,MALE,.,25341,4510,7372,PREPACKAGED SOFTWARE,11750,
Peter George,KRONOS INC,IT,397.355,34.666,254.977,116.84,0,371.817,703.63,833.006,0,,,vp-engineering & chief technology officer,MALE,.,25341,4510,7372,PREPACKAGED SOFTWARE,24769,
James Kizielewicz,KRONOS INC,IT,397.355,34.666,254.977,116.84,0,371.817,703.63,1491.872,0,,,vp-marketing and corporate strategy,MALE,.,25341,4510,7372,PREPACKAGED SOFTWARE,24770,
Barrett Toan,EXPRESS SCRIPTS INC,Health,13294.517,249.6,750,637.5,0,1387.5,2805.91,12412.718,0,,CEO,chairman & CEO,MALE,56,25356,3510,6411,"INS AGENTS,BROKERS & SERVICE",8435,CEO
Stuart Bascomb,EXPRESS SCRIPTS INC,Health,13294.517,249.6,318.462,181.815,0,500.277,958.797,6100.809,0,,,executive vp,MALE,.,25356,3510,6411,"INS AGENTS,BROKERS & SERVICE",8436,
Linda Logsdon,EXPRESS SCRIPTS INC,Health,13294.517,249.6,310,154.38,0,464.38,922.9,7754.348,0,,,executive vp,FEMALE,.,25356,3510,6411,"INS AGENTS,BROKERS & SERVICE",14410,
David Lowenberg,EXPRESS SCRIPTS INC,Health,13294.517,249.6,400,205,0,605,1180.158,4331.038,0,,,chief operating officer,MALE,.,25356,3510,6411,"INS AGENTS,BROKERS & SERVICE",14411,
George Paz,EXPRESS SCRIPTS INC,Health,13294.517,249.6,372.307,230.225,0,602.532,1256.071,3488.344,0,,,president & chief finance officer,MALE,48,25356,3510,6411,"INS AGENTS,BROKERS & SERVICE",16974,
Barbara Hill,EXPRESS SCRIPTS INC,Health,13294.517,249.6,486.331,0,0,486.331,3903.015,4307.015,2750.9,,,president,FEMALE,.,25356,3510,6411,"INS AGENTS,BROKERS & SERVICE",25642,
Howard Schultz,STARBUCKS CORP,Discretionary,4075.522,268.346,1132.762,1417,0,2549.762,7863.468,17621.104,0,1.94,,chairman & chief global strategist,MALE,50,25434,2530,2090,"MISC FOOD PREPS, KINDRED PDS",10976,
Orin Smith,STARBUCKS CORP,Discretionary,4075.522,268.346,1132.762,1417,0,2549.762,7886.945,2593.103,0,,CEO,president & CEO,MALE,61,25434,2530,2090,"MISC FOOD PREPS, KINDRED PDS",12970,CEO
M. Casey,STARBUCKS CORP,Discretionary,4075.522,268.346,534.584,334.375,0,868.959,2692.052,3696.054,0,,,"executive vp, chief finance officer & chief administrative officer",MALE,.,25434,2530,2090,"MISC FOOD PREPS, KINDRED PDS",12971,
James Donald,STARBUCKS CORP,Discretionary,4075.522,268.346,744.615,1200,0,1944.615,7519.423,2079.144,133.256,,,president-North America,MALE,.,25434,2530,2090,"MISC FOOD PREPS, KINDRED PDS",26617,
David Pace,STARBUCKS CORP,Discretionary,4075.522,268.346,400,435,0,835,1012.727,1012.727,175,,,executive vp-Partner Resources,MALE,.,25434,2530,2090,"MISC FOOD PREPS, KINDRED PDS",26618,
R. Young,DYNEGY INC,Utility,5817,-453,325,530,0,855,1233.218,1043.248,0,,,executivevp-administration and technology,MALE,.,25495,5510,1311,CRUDE PETROLEUM & NATURAL GS,21759,
Bruce Williamson,DYNEGY INC,Utility,5817,-453,1000,1000,0,2000,4941.076,3972.001,0,,CEO,president & CEO,MALE,44,25495,5510,1311,CRUDE PETROLEUM & NATURAL GS,25415,CEO
Alec Dreyer,DYNEGY INC,Utility,5817,-453,400,450,0,850,1398.237,1208.267,170.019,,,executive vp-generation,MALE,.,25495,5510,1311,CRUDE PETROLEUM & NATURAL GS,25418,
Nick Caruso,DYNEGY INC,Utility,5817,-453,500,800,0,1300,1322,1322,0,,,executive vp & chief finance officer,MALE,.,25495,5510,1311,CRUDE PETROLEUM & NATURAL GS,26896,
Carol Graebner,DYNEGY INC,Utility,5817,-453,258.667,575,0,833.667,1308.198,1021.915,0,,,executive vp & general counsel,FEMALE,.,25495,5510,1311,CRUDE PETROLEUM & NATURAL GS,26897,
Douglas Timmerman,ANCHOR BANCORP INC/WI,Financial,272.338,47.369,542.375,206,0,748.375,1238.59,3003.265,30.7,3.52,CEO,president & CEO,MALE,63,25570,4010,6035,"SAVINGS INSTN,FED CHARTERED",15906,CEO
J. Cattelino,ANCHOR BANCORP INC/WI,Financial,272.338,47.369,148.313,67.668,0,215.981,256.994,279.819,0,,,executive vp & recording secretary,MALE,61,25570,4010,6035,"SAVINGS INSTN,FED CHARTERED",15907,
Michael Helser,ANCHOR BANCORP INC/WI,Financial,272.338,47.369,148.313,67.668,0,215.981,256.994,608.99,0,,,"executive vp, chief finance officer & treasurer",MALE,59,25570,4010,6035,"SAVINGS INSTN,FED CHARTERED",15908,
Daniel Nichols,ANCHOR BANCORP INC/WI,Financial,272.338,47.369,119.875,56.228,0,176.103,216.576,193.296,0,,,senior vp-commercial lending,MALE,48,25570,4010,6035,"SAVINGS INSTN,FED CHARTERED",17233,
Donald Bertucci,ANCHOR BANCORP INC/WI,Financial,272.338,47.369,119.875,56.228,0,176.103,216.576,343.903,0,,,senior vp-residential lending,MALE,54,25570,4010,6035,"SAVINGS INSTN,FED CHARTERED",17234,
Richard Packer,ZOLL MEDICAL CORP,Health,184.603,12.85,295,165,0,460,806.028,1706.136,0,0.11,CEO,president & CEO,MALE,46,25579,3510,3845,ELECTROMEDICAL APPARATUS,8467,CEO
Donald Boucher,ZOLL MEDICAL CORP,Health,184.603,12.85,170,49.75,0,219.75,316.267,470.454,0,,,vp-research and development,MALE,.,25579,3510,3845,ELECTROMEDICAL APPARATUS,9376,
Ward Hamilton,ZOLL MEDICAL CORP,Health,184.603,12.85,165,39.5,0,204.5,339.335,205.153,0,,,vp-marketing,MALE,.,25579,3510,3845,ELECTROMEDICAL APPARATUS,11757,
Steven Flora,ZOLL MEDICAL CORP,Health,184.603,12.85,180,70,0,250,423.232,528.363,0,,,vp-North American sales,MALE,.,25579,3510,3845,ELECTROMEDICAL APPARATUS,22607,
A. Whiton,ZOLL MEDICAL CORP,Health,184.603,12.85,195,97.5,0,292.5,561.636,455.197,0,,,vp-administration & chief finance officer,MALE,.,25579,3510,3845,ELECTROMEDICAL APPARATUS,22608,
David Overton,CHEESECAKE FACTORY INC,Discretionary,773.835,57.836,500,0,9.172,500,1437.792,509.172,0,5.33,CEO,chairman & CEO,MALE,57,25737,2530,5812,EATING PLACES,8496,CEO
Gerald Deitchle,CHEESECAKE FACTORY INC,Discretionary,773.835,57.836,350,0,8.828,350,1430.312,358.828,0,,,president & chief finance officer,MALE,.,25737,2530,5812,EATING PLACES,10211,
Debby Zurzolo,CHEESECAKE FACTORY INC,Discretionary,773.835,57.836,280,0,13.691,280,758.001,1923.826,0,,,"senior vp, general counsel & secretary",FEMALE,.,25737,2530,5812,EATING PLACES,19716,
Peter D’Amelio,CHEESECAKE FACTORY INC,Discretionary,773.835,57.836,300,0,17.395,300,1246.015,838.302,0,,,president & chief operating officer-Grand Lux Cafe LLC,MALE,.,25737,2530,5812,EATING PLACES,27554,
Max Byfuglin,CHEESECAKE FACTORY INC,Discretionary,773.835,57.836,257,0,13.365,257,698.959,841.525,0,,,executive vp-The Cheesecake Factory Bakery Incorporated,MALE,.,25737,2530,5812,EATING PLACES,27555,
Ronald Rudolph,ON ASSIGNMENT INC,Industrial,209.554,-81.8,240,0,0,240,540.29,241.187,0,,,"executive vp-finance, & chief finance officer",MALE,.,25749,2020,7363,HELP SUPPLY SERVICES,19851,
Joseph Peterson,ON ASSIGNMENT INC,Industrial,209.554,-81.8,400,0,53.729,400,1333.631,453.916,0,0.1,CEO,president & CEO,MALE,43,25749,2020,7363,HELP SUPPLY SERVICES,24595,CEO
Michael Jones,ON ASSIGNMENT INC,Industrial,209.554,-81.8,240,0,0,240,575.066,240.774,0,,,senior vp-healthcare business development,MALE,.,25749,2020,7363,HELP SUPPLY SERVICES,25986,
